t=10.000000, y(t)=0.000000, y'(t)=0.000000, z(t)=0.000000, z'(t)=0.000000, v(t)=0.000000, v'(t)=0.000000, X(t)=0.000000, Y(t)=0.000000, Z(t)=0.000000
t=12.540000, y(t)=0.329417, y'(t)=0.033666, z(t)=-0.167295, z'(t)=0.338998, v(t)=-0.772381, v'(t)=1.999899, X(t)=0.329417, Y(t)=-0.167295, Z(t)=-0.772381
t=12.560000, y(t)=0.329739, y'(t)=-0.001338, z(t)=-0.161034, z'(t)=0.287028, v(t)=-0.733700, v'(t)=1.867670, X(t)=0.329739, Y(t)=-0.161034, Z(t)=-0.733700
t=12.580000, y(t)=0.329367, y'(t)=-0.035800, z(t)=-0.155816, z'(t)=0.234630, v(t)=-0.697696, v'(t)=1.732247, X(t)=0.329367, Y(t)=-0.155816, Z(t)=-0.697696
t=12.600000, y(t)=0.328311, y'(t)=-0.069638, z(t)=-0.151650, z'(t)=0.181921, v(t)=-0.664430, v'(t)=1.593915, X(t)=0.328311, Y(t)=-0.151650, Z(t)=-0.664430
t=12.620000, y(t)=0.326586, y'(t)=-0.102770, z(t)=-0.148541, z'(t)=0.129018, v(t)=-0.633957, v'(t)=1.452959, X(t)=0.326586, Y(t)=-0.148541, Z(t)=-0.633957
t=12.640000, y(t)=0.324206, y'(t)=-0.135120, z(t)=-0.146490, z'(t)=0.076042, v(t)=-0.606327, v'(t)=1.309672, X(t)=0.324206, Y(t)=-0.146490, Z(t)=-0.606327
t=12.660000, y(t)=0.321187, y'(t)=-0.166610, z(t)=-0.145499, z'(t)=0.023108, v(t)=-0.581583, v'(t)=1.164347, X(t)=0.321187, Y(t)=-0.145499, Z(t)=-0.581583
t=12.680000, y(t)=0.317547, y'(t)=-0.197168, z(t)=-0.145565, z'(t)=-0.029666, v(t)=-0.559764, v'(t)=1.017284, X(t)=0.317547, Y(t)=-0.145565, Z(t)=-0.559764
t=12.700000, y(t)=0.313307, y'(t)=-0.226721, z(t)=-0.146684, z'(t)=-0.082163, v(t)=-0.540902, v'(t)=0.868781, X(t)=0.313307, Y(t)=-0.146684, Z(t)=-0.540902
t=12.720000, y(t)=0.308486, y'(t)=-0.255202, z(t)=-0.148849, z'(t)=-0.134269, v(t)=-0.525021, v'(t)=0.719140, X(t)=0.308486, Y(t)=-0.148849, Z(t)=-0.525021
t=12.740000, y(t)=0.303106, y'(t)=-0.282545, z(t)=-0.152051, z'(t)=-0.185869, v(t)=-0.512142, v'(t)=0.568664, X(t)=0.303106, Y(t)=-0.152051, Z(t)=-0.512142
t=12.760000, y(t)=0.297192, y'(t)=-0.308688, z(t)=-0.156279, z'(t)=-0.236851, v(t)=-0.502278, v'(t)=0.417656, X(t)=0.297192, Y(t)=-0.156279, Z(t)=-0.502278
t=12.780000, y(t)=0.290767, y'(t)=-0.333571, z(t)=-0.161520, z'(t)=-0.287105, v(t)=-0.495437, v'(t)=0.266418, X(t)=0.290767, Y(t)=-0.161520, Z(t)=-0.495437
t=12.800000, y(t)=0.283858, y'(t)=-0.357139, z(t)=-0.167758, z'(t)=-0.336522, v(t)=-0.491621, v'(t)=0.115254, X(t)=0.283858, Y(t)=-0.167758, Z(t)=-0.491621
t=12.820000, y(t)=0.276491, y'(t)=-0.379339, z(t)=-0.174975, z'(t)=-0.384996, v(t)=-0.490824, v'(t)=-0.035537, X(t)=0.276491, Y(t)=-0.174975, Z(t)=-0.490824
t=12.840000, y(t)=0.268694, y'(t)=-0.400122, z(t)=-0.183151, z'(t)=-0.432422, v(t)=-0.493038, v'(t)=-0.185654, X(t)=0.268694, Y(t)=-0.183151, Z(t)=-0.493038
t=12.860000, y(t)=0.260496, y'(t)=-0.419442, z(t)=-0.192264, z'(t)=-0.478702, v(t)=-0.498244, v'(t)=-0.334803, X(t)=0.260496, Y(t)=-0.192264, Z(t)=-0.498244
t=12.880000, y(t)=0.251926, y'(t)=-0.437259, z(t)=-0.202291, z'(t)=-0.523735, v(t)=-0.506421, v'(t)=-0.482689, X(t)=0.251926, Y(t)=-0.202291, Z(t)=-0.506421
t=12.900000, y(t)=0.243015, y'(t)=-0.453535, z(t)=-0.213205, z'(t)=-0.567428, v(t)=-0.517541, v'(t)=-0.629024, X(t)=0.243015, Y(t)=-0.213205, Z(t)=-0.517541
t=12.920000, y(t)=0.233795, y'(t)=-0.468236, z(t)=-0.224978, z'(t)=-0.609689, v(t)=-0.531570, v'(t)=-0.773521, X(t)=0.233795, Y(t)=-0.224978, Z(t)=-0.531570
t=12.940000, y(t)=0.224297, y'(t)=-0.481332, z(t)=-0.237582, z'(t)=-0.650429, v(t)=-0.548468, v'(t)=-0.915900, X(t)=0.224297, Y(t)=-0.237582, Z(t)=-0.548468
t=12.960000, y(t)=0.214553, y'(t)=-0.492798, z(t)=-0.250985, z'(t)=-0.689566, v(t)=-0.568190, v'(t)=-1.055887, X(t)=0.214553, Y(t)=-0.250985, Z(t)=-0.568190
t=12.980000, y(t)=0.204596, y'(t)=-0.502611, z(t)=-0.265153, z'(t)=-0.727018, v(t)=-0.590686, v'(t)=-1.193211, X(t)=0.204596, Y(t)=-0.265153, Z(t)=-0.590686
t=13.000000, y(t)=0.194459, y'(t)=-0.510756, z(t)=-0.280054, z'(t)=-0.762709, v(t)=-0.615899, v'(t)=-1.327610, X(t)=0.194459, Y(t)=-0.280054, Z(t)=-0.615899
t=13.020000, y(t)=0.184177, y'(t)=-0.517218, z(t)=-0.295650, z'(t)=-0.796568, v(t)=-0.643769, v'(t)=-1.458828, X(t)=0.184177, Y(t)=-0.295650, Z(t)=-0.643769
t=13.040000, y(t)=0.173782, y'(t)=-0.521988, z(t)=-0.311904, z'(t)=-0.828525, v(t)=-0.674229, v'(t)=-1.586616, X(t)=0.173782, Y(t)=-0.311904, Z(t)=-0.674229
t=13.060000, y(t)=0.163309, y'(t)=-0.525061, z(t)=-0.328777, z'(t)=-0.858519, v(t)=-0.707209, v'(t)=-1.710733, X(t)=0.163309, Y(t)=-0.328777, Z(t)=-0.707209
t=13.080000, y(t)=0.152791, y'(t)=-0.526437, z(t)=-0.346231, z'(t)=-0.886490, v(t)=-0.742633, v'(t)=-1.830947, X(t)=0.152791, Y(t)=-0.346231, Z(t)=-0.742633
t=13.100000, y(t)=0.142262, y'(t)=-0.526118, z(t)=-0.364223, z'(t)=-0.912385, v(t)=-0.780419, v'(t)=-1.947033, X(t)=0.142262, Y(t)=-0.364223, Z(t)=-0.780419
t=13.120000, y(t)=0.131757, y'(t)=-0.524113, z(t)=-0.382712, z'(t)=-0.936154, v(t)=-0.820485, v'(t)=-2.058777, X(t)=0.131757, Y(t)=-0.382712, Z(t)=-0.820485
t=13.140000, y(t)=0.121309, y'(t)=-0.520434, z(t)=-0.401655, z'(t)=-0.957754, v(t)=-0.862740, v'(t)=-2.165974, X(t)=0.121309, Y(t)=-0.401655, Z(t)=-0.862740
t=13.160000, y(t)=0.110951, y'(t)=-0.515095, z(t)=-0.421008, z'(t)=-0.977145, v(t)=-0.907092, v'(t)=-2.268429, X(t)=0.110951, Y(t)=-0.421008, Z(t)=-0.907092
t=13.180000, y(t)=0.100716, y'(t)=-0.508116, z(t)=-0.440726, z'(t)=-0.994292, v(t)=-0.953444, v'(t)=-2.365955, X(t)=0.100716, Y(t)=-0.440726, Z(t)=-0.953444
t=13.200000, y(t)=0.090637, y'(t)=-0.499522, z(t)=-0.460764, z'(t)=-1.009167, v(t)=-1.001696, v'(t)=-2.458379, X(t)=0.090637, Y(t)=-0.460764, Z(t)=-1.001696
t=13.220000, y(t)=0.080746, y'(t)=-0.489340, z(t)=-0.481077, z'(t)=-1.021747, v(t)=-1.051744, v'(t)=-2.545537, X(t)=0.080746, Y(t)=-0.481077, Z(t)=-1.051744
t=13.240000, y(t)=0.071074, y'(t)=-0.477600, z(t)=-0.501619, z'(t)=-1.032011, v(t)=-1.103482, v'(t)=-2.627275, X(t)=0.071074, Y(t)=-0.501619, Z(t)=-1.103482
t=13.260000, y(t)=0.061652, y'(t)=-0.464338, z(t)=-0.522342, z'(t)=-1.039947, v(t)=-1.156798, v'(t)=-2.703454, X(t)=0.061652, Y(t)=-0.522342, Z(t)=-1.156798
t=13.280000, y(t)=0.052510, y'(t)=-0.449593, z(t)=-0.543201, z'(t)=-1.045547, v(t)=-1.211582, v'(t)=-2.773943, X(t)=0.052510, Y(t)=-0.543201, Z(t)=-1.211582
t=13.300000, y(t)=0.043678, y'(t)=-0.433406, z(t)=-0.564148, z'(t)=-1.048807, v(t)=-1.267717, v'(t)=-2.838625, X(t)=0.043678, Y(t)=-0.564148, Z(t)=-1.267717
t=13.320000, y(t)=0.035183, y'(t)=-0.415824, z(t)=-0.585138, z'(t)=-1.049730, v(t)=-1.325088, v'(t)=-2.897394, X(t)=0.035183, Y(t)=-0.585138, Z(t)=-1.325088
t=13.340000, y(t)=0.027054, y'(t)=-0.396893, z(t)=-0.606122, z'(t)=-1.048322, v(t)=-1.383573, v'(t)=-2.950156, X(t)=0.027054, Y(t)=-0.606122, Z(t)=-1.383573
t=13.360000, y(t)=0.019316, y'(t)=-0.376667, z(t)=-0.627055, z'(t)=-1.044596, v(t)=-1.443053, v'(t)=-2.996831, X(t)=0.019316, Y(t)=-0.627055, Z(t)=-1.443053
t=13.380000, y(t)=0.011996, y'(t)=-0.355201, z(t)=-0.647891, z'(t)=-1.038570, v(t)=-1.503405, v'(t)=-3.037350, X(t)=0.011996, Y(t)=-0.647891, Z(t)=-1.503405
t=13.400000, y(t)=0.005116, y'(t)=-0.332550, z(t)=-0.668583, z'(t)=-1.030266, v(t)=-1.564506, v'(t)=-3.071656, X(t)=0.005116, Y(t)=-0.668583, Z(t)=-1.564506
t=13.420000, y(t)=-0.001299, y'(t)=-0.308777, z(t)=-0.689086, z'(t)=-1.019712, v(t)=-1.626230, v'(t)=-3.099706, X(t)=-0.001299, Y(t)=-0.689086, Z(t)=-1.626230
t=13.440000, y(t)=-0.007228, y'(t)=-0.283942, z(t)=-0.709356, z'(t)=-1.006941, v(t)=-1.688452, v'(t)=-3.121470, X(t)=-0.007228, Y(t)=-0.709356, Z(t)=-1.688452
t=13.460000, y(t)=-0.012650, y'(t)=-0.258113, z(t)=-0.729349, z'(t)=-0.991988, v(t)=-1.751047, v'(t)=-3.136928, X(t)=-0.012650, Y(t)=-0.729349, Z(t)=-1.751047
t=13.480000, y(t)=-0.017546, y'(t)=-0.231355, z(t)=-0.749022, z'(t)=-0.974896, v(t)=-1.813887, v'(t)=-3.146075, X(t)=-0.017546, Y(t)=-0.749022, Z(t)=-1.813887
t=13.500000, y(t)=-0.021898, y'(t)=-0.203738, z(t)=-0.768331, z'(t)=-0.955712, v(t)=-1.876848, v'(t)=-3.148919, X(t)=-0.021898, Y(t)=-0.768331, Z(t)=-1.876848
t=13.520000, y(t)=-0.025690, y'(t)=-0.175333, z(t)=-0.787236, z'(t)=-0.934487, v(t)=-1.939802, v'(t)=-3.145479, X(t)=-0.025690, Y(t)=-0.787236, Z(t)=-1.939802
t=13.540000, y(t)=-0.028907, y'(t)=-0.146213, z(t)=-0.805697, z'(t)=-0.911274, v(t)=-2.002625, v'(t)=-3.135786, X(t)=-0.028907, Y(t)=-0.805697, Z(t)=-2.002625
t=13.560000, y(t)=-0.031535, y'(t)=-0.116453, z(t)=-0.823675, z'(t)=-0.886135, v(t)=-2.065192, v'(t)=-3.119885, X(t)=-0.031535, Y(t)=-0.823675, Z(t)=-2.065192
t=13.580000, y(t)=-0.033561, y'(t)=-0.086126, z(t)=-0.841130, z'(t)=-0.859133, v(t)=-2.127379, v'(t)=-3.097833, X(t)=-0.033561, Y(t)=-0.841130, Z(t)=-2.127379
t=13.600000, y(t)=-0.034976, y'(t)=-0.055311, z(t)=-0.858028, z'(t)=-0.830333, v(t)=-2.189065, v'(t)=-3.069697, X(t)=-0.034976, Y(t)=-0.858028, Z(t)=-2.189065
t=13.620000, y(t)=-0.035771, y'(t)=-0.024084, z(t)=-0.874332, z'(t)=-0.799809, v(t)=-2.250127, v'(t)=-3.035559, X(t)=-0.035771, Y(t)=-0.874332, Z(t)=-2.250127
t=13.640000, y(t)=-0.035938, y'(t)=0.007477, z(t)=-0.890009, z'(t)=-0.767634, v(t)=-2.310448, v'(t)=-2.995510, X(t)=-0.035938, Y(t)=-0.890009, Z(t)=-2.310448
t=13.660000, y(t)=-0.035470, y'(t)=0.039292, z(t)=-0.905027, z'(t)=-0.733886, v(t)=-2.369909, v'(t)=-2.949654, X(t)=-0.035470, Y(t)=-0.905027, Z(t)=-2.369909
t=13.680000, y(t)=-0.034365, y'(t)=0.071284, z(t)=-0.919355, z'(t)=-0.698646, v(t)=-2.428396, v'(t)=-2.898104, X(t)=-0.034365, Y(t)=-0.919355, Z(t)=-2.428396
t=13.700000, y(t)=-0.032618, y'(t)=0.103372, z(t)=-0.932963, z'(t)=-0.661998, v(t)=-2.485796, v'(t)=-2.840987, X(t)=-0.032618, Y(t)=-0.932963, Z(t)=-2.485796
t=13.720000, y(t)=-0.030230, y'(t)=0.135477, z(t)=-0.945826, z'(t)=-0.624029, v(t)=-2.541999, v'(t)=-2.778439, X(t)=-0.030230, Y(t)=-0.945826, Z(t)=-2.541999
t=13.740000, y(t)=-0.027200, y'(t)=0.167522, z(t)=-0.957916, z'(t)=-0.584829, v(t)=-2.596898, v'(t)=-2.710606, X(t)=-0.027200, Y(t)=-0.957916, Z(t)=-2.596898
t=13.760000, y(t)=-0.023530, y'(t)=0.199428, z(t)=-0.969211, z'(t)=-0.544489, v(t)=-2.650389, v'(t)=-2.637643, X(t)=-0.023530, Y(t)=-0.969211, Z(t)=-2.650389
t=13.780000, y(t)=-0.019224, y'(t)=0.231117, z(t)=-0.979689, z'(t)=-0.503103, v(t)=-2.702371, v'(t)=-2.559718, X(t)=-0.019224, Y(t)=-0.979689, Z(t)=-2.702371
t=13.800000, y(t)=-0.014287, y'(t)=0.262513, z(t)=-0.989329, z'(t)=-0.460768, v(t)=-2.752746, v'(t)=-2.477004, X(t)=-0.014287, Y(t)=-0.989329, Z(t)=-2.752746
t=13.820000, y(t)=-0.008726, y'(t)=0.293539, z(t)=-0.998114, z'(t)=-0.417580, v(t)=-2.801420, v'(t)=-2.389686, X(t)=-0.008726, Y(t)=-0.998114, Z(t)=-2.801420
t=13.840000, y(t)=-0.002548, y'(t)=0.324122, z(t)=-1.006027, z'(t)=-0.373640, v(t)=-2.848304, v'(t)=-2.297956, X(t)=-0.002548, Y(t)=-1.006027, Z(t)=-2.848304
t=13.860000, y(t)=0.004236, y'(t)=0.354188, z(t)=-1.013055, z'(t)=-0.329046, v(t)=-2.893311, v'(t)=-2.202015, X(t)=0.004236, Y(t)=-1.013055, Z(t)=-2.893311
t=13.880000, y(t)=0.011615, y'(t)=0.383665, z(t)=-1.019186, z'(t)=-0.283901, v(t)=-2.936358, v'(t)=-2.102070, X(t)=0.011615, Y(t)=-1.019186, Z(t)=-2.936358
t=13.900000, y(t)=0.019578, y'(t)=0.412484, z(t)=-1.024408, z'(t)=-0.238308, v(t)=-2.977368, v'(t)=-1.998337, X(t)=0.019578, Y(t)=-1.024408, Z(t)=-2.977368
t=13.920000, y(t)=0.028110, y'(t)=0.440577, z(t)=-1.028716, z'(t)=-0.192368, v(t)=-3.016268, v'(t)=-1.891037, X(t)=0.028110, Y(t)=-1.028716, Z(t)=-3.016268
t=13.940000, y(t)=0.037196, y'(t)=0.467878, z(t)=-1.032101, z'(t)=-0.146185, v(t)=-3.052987, v'(t)=-1.780398, X(t)=0.037196, Y(t)=-1.032101, Z(t)=-3.052987
t=13.960000, y(t)=0.046819, y'(t)=0.494322, z(t)=-1.034562, z'(t)=-0.099862, v(t)=-3.087463, v'(t)=-1.666654, X(t)=0.046819, Y(t)=-1.034562, Z(t)=-3.087463
t=13.980000, y(t)=0.056962, y'(t)=0.519850, z(t)=-1.036096, z'(t)=-0.053503, v(t)=-3.119634, v'(t)=-1.550044, X(t)=0.056962, Y(t)=-1.036096, Z(t)=-3.119634
t=14.000000, y(t)=0.067607, y'(t)=0.544401, z(t)=-1.036703, z'(t)=-0.007211, v(t)=-3.149447, v'(t)=-1.430812, X(t)=0.067607, Y(t)=-1.036703, Z(t)=-3.149447
t=14.020000, y(t)=0.078732, y'(t)=0.567920, z(t)=-1.036385, z'(t)=0.038913, v(t)=-3.176851, v'(t)=-1.309205, X(t)=0.078732, Y(t)=-1.036385, Z(t)=-3.176851
t=14.040000, y(t)=0.090316, y'(t)=0.590353, z(t)=-1.035148, z'(t)=0.084766, v(t)=-3.201801, v'(t)=-1.185476, X(t)=0.090316, Y(t)=-1.035148, Z(t)=-3.201801
t=14.060000, y(t)=0.102338, y'(t)=0.611650, z(t)=-1.032997, z'(t)=0.130248, v(t)=-3.224258, v'(t)=-1.059879, X(t)=0.102338, Y(t)=-1.032997, Z(t)=-3.224258
t=14.080000, y(t)=0.114774, y'(t)=0.631763, z(t)=-1.029941, z'(t)=0.175261, v(t)=-3.244186, v'(t)=-0.932672, X(t)=0.114774, Y(t)=-1.029941, Z(t)=-3.244186
t=14.100000, y(t)=0.127600, y'(t)=0.650647, z(t)=-1.025990, z'(t)=0.219704, v(t)=-3.261556, v'(t)=-0.804116, X(t)=0.127600, Y(t)=-1.025990, Z(t)=-3.261556
t=14.120000, y(t)=0.140792, y'(t)=0.668261, z(t)=-1.021157, z'(t)=0.263484, v(t)=-3.276343, v'(t)=-0.674470, X(t)=0.140792, Y(t)=-1.021157, Z(t)=-3.276343
t=14.140000, y(t)=0.154322, y'(t)=0.684567, z(t)=-1.015456, z'(t)=0.306505, v(t)=-3.288529, v'(t)=-0.543998, X(t)=0.154322, Y(t)=-1.015456, Z(t)=-3.288529
t=14.160000, y(t)=0.168165, y'(t)=0.699531, z(t)=-1.008903, z'(t)=0.348675, v(t)=-3.298099, v'(t)=-0.412964, X(t)=0.168165, Y(t)=-1.008903, Z(t)=-3.298099
t=14.180000, y(t)=0.182294, y'(t)=0.713120, z(t)=-1.001515, z'(t)=0.389903, v(t)=-3.305045, v'(t)=-0.281630, X(t)=0.182294, Y(t)=-1.001515, Z(t)=-3.305045
t=14.200000, y(t)=0.196681, y'(t)=0.725307, z(t)=-0.993314, z'(t)=0.430103, v(t)=-3.309364, v'(t)=-0.150259, X(t)=0.196681, Y(t)=-0.993314, Z(t)=-3.309364
t=14.220000, y(t)=0.211297, y'(t)=0.736069, z(t)=-0.984319, z'(t)=0.469190, v(t)=-3.311057, v'(t)=-0.019113, X(t)=0.211297, Y(t)=-0.984319, Z(t)=-3.311057
t=14.240000, y(t)=0.226114, y'(t)=0.745383, z(t)=-0.974554, z'(t)=0.507080, v(t)=-3.310132, v'(t)=0.111547, X(t)=0.226114, Y(t)=-0.974554, Z(t)=-3.310132
t=14.260000, y(t)=0.241103, y'(t)=0.753234, z(t)=-0.964044, z'(t)=0.543695, v(t)=-3.306600, v'(t)=0.241463, X(t)=0.241103, Y(t)=-0.964044, Z(t)=-3.306600
t=14.280000, y(t)=0.256233, y'(t)=0.759608, z(t)=-0.952815, z'(t)=0.578959, v(t)=-3.300480, v'(t)=0.370380, X(t)=0.256233, Y(t)=-0.952815, Z(t)=-3.300480
t=14.300000, y(t)=0.271477, y'(t)=0.764494, z(t)=-0.940895, z'(t)=0.612799, v(t)=-3.291794, v'(t)=0.498044, X(t)=0.271477, Y(t)=-0.940895, Z(t)=-3.291794
t=14.320000, y(t)=0.286803, y'(t)=0.767888, z(t)=-0.928313, z'(t)=0.645146, v(t)=-3.280568, v'(t)=0.624207, X(t)=0.286803, Y(t)=-0.928313, Z(t)=-3.280568
t=14.340000, y(t)=0.302183, y'(t)=0.769787, z(t)=-0.915100, z'(t)=0.675933, v(t)=-3.266837, v'(t)=0.748622, X(t)=0.302183, Y(t)=-0.915100, Z(t)=-3.266837
t=14.360000, y(t)=0.317585, y'(t)=0.770191, z(t)=-0.901287, z'(t)=0.705100, v(t)=-3.250637, v'(t)=0.871050, X(t)=0.317585, Y(t)=-0.901287, Z(t)=-3.250637
t=14.380000, y(t)=0.332980, y'(t)=0.769107, z(t)=-0.886907, z'(t)=0.732588, v(t)=-3.232010, v'(t)=0.991253, X(t)=0.332980, Y(t)=-0.886907, Z(t)=-3.232010
t=14.400000, y(t)=0.348339, y'(t)=0.766542, z(t)=-0.871995, z'(t)=0.758342, v(t)=-3.211003, v'(t)=1.109002, X(t)=0.348339, Y(t)=-0.871995, Z(t)=-3.211003
t=14.420000, y(t)=0.363632, y'(t)=0.762509, z(t)=-0.856585, z'(t)=0.782312, v(t)=-3.187667, v'(t)=1.224072, X(t)=0.363632, Y(t)=-0.856585, Z(t)=-3.187667
t=14.440000, y(t)=0.378830, y'(t)=0.757023, z(t)=-0.840714, z'(t)=0.804453, v(t)=-3.162059, v'(t)=1.336244, X(t)=0.378830, Y(t)=-0.840714, Z(t)=-3.162059
t=14.460000, y(t)=0.393904, y'(t)=0.750104, z(t)=-0.824419, z'(t)=0.824723, v(t)=-3.134238, v'(t)=1.445306, X(t)=0.393904, Y(t)=-0.824419, Z(t)=-3.134238
t=14.480000, y(t)=0.408825, y'(t)=0.741775, z(t)=-0.807738, z'(t)=0.843084, v(t)=-3.104269, v'(t)=1.551054, X(t)=0.408825, Y(t)=-0.807738, Z(t)=-3.104269
t=14.500000, y(t)=0.423565, y'(t)=0.732061, z(t)=-0.790709, z'(t)=0.859503, v(t)=-3.072220, v'(t)=1.653289, X(t)=0.423565, Y(t)=-0.790709, Z(t)=-3.072220
t=14.520000, y(t)=0.438098, y'(t)=0.720992, z(t)=-0.773371, z'(t)=0.873951, v(t)=-3.038162, v'(t)=1.751823, X(t)=0.438098, Y(t)=-0.773371, Z(t)=-3.038162
t=14.540000, y(t)=0.452396, y'(t)=0.708600, z(t)=-0.755764, z'(t)=0.886405, v(t)=-3.002173, v'(t)=1.846474, X(t)=0.452396, Y(t)=-0.755764, Z(t)=-3.002173
t=14.560000, y(t)=0.466433, y'(t)=0.694921, z(t)=-0.737928, z'(t)=0.896845, v(t)=-2.964330, v'(t)=1.937069, X(t)=0.466433, Y(t)=-0.737928, Z(t)=-2.964330
t=14.580000, y(t)=0.480185, y'(t)=0.679994, z(t)=-0.719904, z'(t)=0.905255, v(t)=-2.924718, v'(t)=2.023443, X(t)=0.480185, Y(t)=-0.719904, Z(t)=-2.924718
t=14.600000, y(t)=0.493625, y'(t)=0.663860, z(t)=-0.701732, z'(t)=0.911625, v(t)=-2.883422, v'(t)=2.105442, X(t)=0.493625, Y(t)=-0.701732, Z(t)=-2.883422
t=14.620000, y(t)=0.506731, y'(t)=0.646563, z(t)=-0.683453, z'(t)=0.915949, v(t)=-2.840531, v'(t)=2.182919, X(t)=0.506731, Y(t)=-0.683453, Z(t)=-2.840531
t=14.640000, y(t)=0.519480, y'(t)=0.628151, z(t)=-0.665108, z'(t)=0.918226, v(t)=-2.796136, v'(t)=2.255738, X(t)=0.519480, Y(t)=-0.665108, Z(t)=-2.796136
t=14.660000, y(t)=0.531850, y'(t)=0.608673, z(t)=-0.646737, z'(t)=0.918459, v(t)=-2.750333, v'(t)=2.323773, X(t)=0.531850, Y(t)=-0.646737, Z(t)=-2.750333
t=14.680000, y(t)=0.543820, y'(t)=0.588181, z(t)=-0.628383, z'(t)=0.916655, v(t)=-2.703218, v'(t)=2.386908, X(t)=0.543820, Y(t)=-0.628383, Z(t)=-2.703218
t=14.700000, y(t)=0.555371, y'(t)=0.566729, z(t)=-0.610085, z'(t)=0.912827, v(t)=-2.654890, v'(t)=2.445035, X(t)=0.555371, Y(t)=-0.610085, Z(t)=-2.654890
t=14.720000, y(t)=0.566484, y'(t)=0.544374, z(t)=-0.591883, z'(t)=0.906991, v(t)=-2.605450, v'(t)=2.498059, X(t)=0.566484, Y(t)=-0.591883, Z(t)=-2.605450
t=14.740000, y(t)=0.577140, y'(t)=0.521173, z(t)=-0.573818, z'(t)=0.899168, v(t)=-2.555002, v'(t)=2.545896, X(t)=0.577140, Y(t)=-0.573818, Z(t)=-2.555002
t=14.760000, y(t)=0.587325, y'(t)=0.497188, z(t)=-0.555929, z'(t)=0.889383, v(t)=-2.503650, v'(t)=2.588470, X(t)=0.587325, Y(t)=-0.555929, Z(t)=-2.503650
t=14.780000, y(t)=0.597023, y'(t)=0.472480, z(t)=-0.538256, z'(t)=0.877666, v(t)=-2.451499, v'(t)=2.625717, X(t)=0.597023, Y(t)=-0.538256, Z(t)=-2.451499
t=14.800000, y(t)=0.606220, y'(t)=0.447113, z(t)=-0.520835, z'(t)=0.864051, v(t)=-2.398657, v'(t)=2.657585, X(t)=0.606220, Y(t)=-0.520835, Z(t)=-2.398657
t=14.820000, y(t)=0.614904, y'(t)=0.421150, z(t)=-0.503706, z'(t)=0.848575, v(t)=-2.345232, v'(t)=2.684032, X(t)=0.614904, Y(t)=-0.503706, Z(t)=-2.345232
t=14.840000, y(t)=0.623063, y'(t)=0.394659, z(t)=-0.486905, z'(t)=0.831280, v(t)=-2.291332, v'(t)=2.705027, X(t)=0.623063, Y(t)=-0.486905, Z(t)=-2.291332
t=14.860000, y(t)=0.630687, y'(t)=0.367706, z(t)=-0.470467, z'(t)=0.812212, v(t)=-2.237067, v'(t)=2.720549, X(t)=0.630687, Y(t)=-0.470467, Z(t)=-2.237067
t=14.880000, y(t)=0.637768, y'(t)=0.340359, z(t)=-0.454428, z'(t)=0.791420, v(t)=-2.182547, v'(t)=2.730589, X(t)=0.637768, Y(t)=-0.454428, Z(t)=-2.182547
t=14.900000, y(t)=0.644299, y'(t)=0.312687, z(t)=-0.438821, z'(t)=0.768956, v(t)=-2.127880, v'(t)=2.735150, X(t)=0.644299, Y(t)=-0.438821, Z(t)=-2.127880
t=14.920000, y(t)=0.650274, y'(t)=0.284758, z(t)=-0.423680, z'(t)=0.744878, v(t)=-2.073177, v'(t)=2.734244, X(t)=0.650274, Y(t)=-0.423680, Z(t)=-2.073177
t=14.940000, y(t)=0.655688, y'(t)=0.256643, z(t)=-0.409036, z'(t)=0.719246, v(t)=-2.018547, v'(t)=2.727895, X(t)=0.655688, Y(t)=-0.409036, Z(t)=-2.018547
t=14.960000, y(t)=0.660539, y'(t)=0.228410, z(t)=-0.394920, z'(t)=0.692121, v(t)=-1.964097, v'(t)=2.716137, X(t)=0.660539, Y(t)=-0.394920, Z(t)=-1.964097
t=14.980000, y(t)=0.664824, y'(t)=0.200129, z(t)=-0.381361, z'(t)=0.663571, v(t)=-1.909937, v'(t)=2.699015, X(t)=0.664824, Y(t)=-0.381361, Z(t)=-1.909937
t=15.000000, y(t)=0.668544, y'(t)=0.171871, z(t)=-0.368386, z'(t)=0.633664, v(t)=-1.856172, v'(t)=2.676585, X(t)=0.668544, Y(t)=-0.368386, Z(t)=-1.856172
t=15.020000, y(t)=0.671700, y'(t)=0.143703, z(t)=-0.356023, z'(t)=0.602472, v(t)=-1.802908, v'(t)=2.648912, X(t)=0.671700, Y(t)=-0.356023, Z(t)=-1.802908
t=15.040000, y(t)=0.674293, y'(t)=0.115695, z(t)=-0.344296, z'(t)=0.570069, v(t)=-1.750250, v'(t)=2.616073, X(t)=0.674293, Y(t)=-0.344296, Z(t)=-1.750250
t=15.060000, y(t)=0.676329, y'(t)=0.087915, z(t)=-0.333228, z'(t)=0.536532, v(t)=-1.698299, v'(t)=2.578154, X(t)=0.676329, Y(t)=-0.333228, Z(t)=-1.698299
t=15.080000, y(t)=0.677812, y'(t)=0.060429, z(t)=-0.322841, z'(t)=0.501940, v(t)=-1.647157, v'(t)=2.535250, X(t)=0.677812, Y(t)=-0.322841, Z(t)=-1.647157
